Timestamp,Pack Voltage,Pack Current,SOC,Max Cell Voltage,Min Cell Voltage,Max Temp,Min Temp
2024-11-09 07:10:11,9.7,0.0,14.3,3290,3240,21,21
2024-11-09 07:14:14,9.7,0.0,14.3,3289,3240,19,19
2024-11-09 07:18:17,9.7,0.0,14.3,3288,3239,19,19
2024-11-09 07:22:21,9.7,0.0,14.3,3288,3239,19,19
2024-11-09 07:26:24,9.7,0.0,14.3,3288,3239,19,19
2024-11-09 07:30:27,9.7,0.0,14.3,3287,3239,19,19
2024-11-09 07:34:30,9.7,0.0,14.3,3287,3239,19,19
2024-11-09 07:38:33,9.7,0.0,14.2,3286,3239,19,19
2024-11-09 07:42:36,9.7,0.0,14.2,3286,3238,19,19
2024-11-09 07:46:39,9.7,0.0,14.2,3286,3238,19,19
2024-11-09 07:50:42,9.7,0.0,14.2,3286,3238,19,19
2024-11-09 07:54:45,9.7,0.0,14.2,3285,3238,19,19
2024-11-09 07:58:48,9.7,0.0,14.2,3285,3237,19,19
2024-11-09 08:02:51,9.7,0.0,14.2,3285,3236,19,19
2024-11-09 12:14:00,9.9,0.0,14.2,3338,3300,22,22
