Timestamp,Pack Voltage,Pack Current,SOC,Max Cell Voltage,Min Cell Voltage,Max Temp,Min Temp
2024-11-08 22:43:50,9.9,0.0,15.1,3334,3292,22,22
2024-11-08 22:47:53,9.9,0.0,15.1,3334,3292,22,22
2024-11-08 22:51:56,9.9,0.0,15.1,3333,3292,22,22
2024-11-08 22:55:59,9.9,0.0,15.1,3332,3291,22,22
2024-11-08 23:00:02,9.9,0.0,15.1,3332,3290,22,22
2024-11-08 23:04:05,9.9,0.0,15.1,3332,3290,22,22
2024-11-08 23:08:08,9.9,0.0,15.1,3332,3290,22,22
2024-11-08 23:12:11,9.9,0.0,15.1,3332,3290,22,22
2024-11-08 23:16:14,9.9,0.0,15.1,3332,3290,22,22
2024-11-08 23:20:17,9.9,0.0,15.1,3332,3290,22,22
2024-11-08 23:24:20,9.9,0.0,15.0,3332,3290,22,22
2024-11-08 23:28:23,9.9,0.0,15.0,3332,3289,22,22
2024-11-08 23:32:26,9.9,0.0,15.0,3330,3288,22,22
2024-11-08 23:36:29,9.9,0.0,15.0,3330,3288,22,22
2024-11-08 23:40:32,9.9,0.0,15.0,3330,3288,22,22
2024-11-08 23:44:35,9.9,0.0,15.0,3330,3286,22,22
2024-11-08 23:48:38,9.9,0.0,15.0,3329,3286,22,22
2024-11-08 23:52:41,9.9,0.0,15.0,3328,3286,22,22
2024-11-08 23:56:44,9.9,0.0,15.0,3328,3285,22,22
